roberta_neg_Exp,roberta_neu_Exp,roberta_pos_Exp,roberta_neg_OSF,roberta_neu_OSF,roberta_pos_OSF,Satis_Bloque,Satis_ODS,Satis_Aporte,Satis_Interaccion,Satis_Herramientas,Satis_Exp,Satis_Liderazgo_OSF,Satis_IT,Retro_OSF,Causa_Interesante,Opp_Egoismo,Nvl_Responsabilidad,Respeto_Diversidad,Promover_Soluciones,OSF_encoded
0.25829428,0.45127246,0.29043326,0.2582943,0.4512724,0.29043332,2,3,2,3,4,0,2,4,1,0,2,2,3,3,60
0.0015772316,0.014293421,0.9841293,0.0018041265,0.021880789,0.97631514,4,4,5,3,4,3,5,3,1,1,4,5,4,4,119
0.048382316,0.2964597,0.655158,0.0017075146,0.016077269,0.9822152,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.001763595,0.07380105,0.92443544,0.025041873,0.10818158,0.8667765,5,5,5,5,5,3,5,5,1,1,5,5,5,5,57
0.021895511,0.12133579,0.8567687,0.002593881,0.056378268,0.9410278,5,5,5,5,5,3,5,4,0,0,5,5,5,5,88
0.0023200186,0.027178511,0.9705015,0.0015564499,0.020603143,0.97784036,5,5,5,5,5,3,5,5,1,1,5,5,5,5,26
0.0020640888,0.07622967,0.92170626,0.5823081,0.37527096,0.04242092,3,3,4,4,4,0,2,4,1,1,4,5,4,4,91
0.25829428,0.45127246,0.29043326,0.2582943,0.4512724,0.29043332,5,5,5,5,5,3,5,5,1,1,5,5,5,5,28
0.20817839,0.5498161,0.24200551,0.0028142203,0.05219932,0.94498646,5,5,5,5,4,3,5,4,1,1,3,5,5,5,88
0.0015991655,0.02355968,0.9748412,0.0016910642,0.016263837,0.9820451,4,5,4,3,4,2,4,4,1,1,5,5,5,5,57
0.20817839,0.5498161,0.24200551,0.0010155705,0.00904889,0.9899356,5,5,5,5,5,3,5,5,1,1,5,5,5,5,241
0.013443513,0.15615419,0.8304023,0.016155783,0.07337153,0.9104727,5,5,5,5,5,3,5,5,1,1,5,5,5,5,144
0.014714599,0.20582603,0.77945936,0.08285921,0.31761727,0.5995235,5,5,5,5,5,3,3,5,1,1,5,5,5,5,91
0.0016046579,0.011774476,0.9866209,0.0020058716,0.018367458,0.9796267,5,5,5,5,4,3,5,5,1,1,5,5,5,5,158
0.20817839,0.5498161,0.24200551,0.9003227,0.09243511,0.0072422265,5,5,5,5,5,3,5,5,0,1,5,5,5,5,94
0.0050837537,0.09253689,0.9023794,0.004394141,0.047850695,0.9477551,5,5,5,5,5,3,5,5,1,1,5,5,5,5,162
0.0017953385,0.048253164,0.94995147,0.0021001864,0.023799516,0.9741003,4,4,4,4,4,2,5,5,1,1,5,5,5,5,57
0.0022356594,0.023848768,0.97391564,0.0027877921,0.06616872,0.9310435,5,5,5,5,5,3,5,5,1,1,5,5,5,5,112
0.0012016465,0.012112901,0.9866854,0.0017291371,0.02299098,0.9752799,4,4,4,4,2,2,3,4,1,1,5,5,5,5,198
0.0020197178,0.04522553,0.95275474,0.0014894783,0.008852225,0.9896583,5,4,4,5,4,3,4,5,1,1,5,5,4,4,198
0.20817839,0.5498161,0.24200551,0.0037193622,0.032273404,0.96400726,5,5,5,5,4,3,5,5,1,1,5,5,5,5,27
0.028476976,0.07905759,0.8924655,0.045829125,0.18109229,0.7730786,4,5,5,4,3,1,2,3,0,1,5,5,5,5,91
0.20817839,0.5498161,0.24200551,0.0022023139,0.0906101,0.9071875,4,4,4,4,4,2,4,4,1,1,4,4,4,4,54
0.0019621565,0.021271667,0.9767662,0.5208997,0.42121837,0.057881843,4,5,4,4,5,2,3,2,1,1,4,4,5,5,158
0.0015787773,0.02675719,0.9716641,0.0023708455,0.064337894,0.9332912,5,5,5,5,5,3,5,4,1,1,5,5,5,5,57
0.003332711,0.09425456,0.9024128,0.0060666087,0.11741413,0.8765192,4,4,4,4,2,3,4,4,1,1,5,5,4,5,18
0.004406432,0.03655506,0.9590385,0.0297715,0.15009378,0.82013464,4,4,5,5,4,2,2,5,1,1,5,5,5,5,181
0.0022217536,0.028867086,0.9689112,0.007444749,0.15236135,0.8401939,5,4,4,5,5,3,5,4,1,1,4,4,5,4,112
0.4162346,0.47686693,0.1068985,0.0011860298,0.009241414,0.9895726,3,4,5,3,5,1,3,5,1,1,5,5,5,5,158
0.09685982,0.70220274,0.20093748,0.0042109033,0.0809704,0.91481864,5,4,4,4,4,1,4,4,1,1,5,4,4,4,160
0.014207124,0.3084938,0.6772991,0.0036959108,0.034959685,0.9613444,4,4,3,3,5,3,4,4,1,1,4,5,4,4,18
0.0017570108,0.008134174,0.99010885,0.002254472,0.013846019,0.9838995,4,4,4,4,4,2,4,4,1,1,4,4,4,4,100
0.4224231,0.54896355,0.028613346,0.018667273,0.55043846,0.43089423,3,4,4,3,5,1,3,5,0,1,4,4,5,4,91
0.25829428,0.45127246,0.29043326,0.2582943,0.4512724,0.29043332,5,5,5,5,5,3,5,4,1,1,5,5,5,5,91
0.31927937,0.64544237,0.035278253,0.31927943,0.6454423,0.035278253,3,3,3,3,3,1,3,3,1,1,4,4,4,4,57
0.0038098057,0.061199512,0.93499064,0.0012975549,0.013881604,0.9848208,5,5,5,5,5,3,5,5,1,1,5,5,5,5,181
0.0014957786,0.008775142,0.98972905,0.0014099332,0.017414736,0.98117536,5,4,5,5,5,3,4,5,1,1,3,4,5,5,91
0.0019792754,0.020818401,0.97720236,0.003071136,0.03477889,0.9621499,4,5,5,5,5,3,5,5,1,1,4,4,4,4,193
0.20817839,0.5498161,0.24200551,0.18401289,0.6620333,0.15395378,4,5,5,3,5,1,4,5,0,1,5,5,5,5,60
0.009109961,0.14528872,0.8456013,0.30814588,0.5943782,0.097475894,4,4,4,4,2,2,5,3,0,1,4,4,4,4,91
0.004814855,0.09171857,0.90346664,0.0021675378,0.019935274,0.97789717,4,5,5,4,4,2,4,5,0,1,5,5,4,5,70
0.0012012597,0.017882502,0.9809162,0.5319812,0.44862702,0.019391669,5,5,5,5,5,2,4,5,0,1,5,5,5,5,186
0.20817839,0.5498161,0.24200551,0.0015453531,0.017133223,0.9813214,5,5,5,5,5,3,5,5,1,1,5,5,5,5,181
0.0045455047,0.15316755,0.84228694,0.0034931735,0.019774597,0.9767322,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0022524807,0.018271165,0.9794764,0.025380563,0.5712584,0.40336102,5,5,5,5,3,3,4,4,1,1,5,5,5,5,91
0.003467817,0.05003164,0.94650054,0.006314166,0.04374399,0.9499419,5,5,5,5,4,3,5,5,0,1,5,5,5,5,228
0.0013036688,0.012121247,0.98657507,0.0023742376,0.012845838,0.98477995,5,5,4,3,4,2,4,3,0,1,4,5,4,5,181
0.06218477,0.29714352,0.64067173,0.06218482,0.2971436,0.6406716,5,5,5,5,3,2,4,4,0,1,5,5,5,5,228
0.010850013,0.07642653,0.9127235,0.0038448432,0.039749846,0.9564053,5,5,5,5,4,3,5,5,1,1,4,5,5,5,57
0.0037498295,0.13347395,0.8627763,0.0013723938,0.007583092,0.9910445,5,5,5,5,5,3,5,5,1,1,5,5,5,5,193
0.0015361209,0.015403077,0.9830608,0.0022062338,0.02757801,0.9702158,5,5,5,5,5,3,5,5,1,1,5,5,5,5,193
0.0060826894,0.04570609,0.94821125,0.007658764,0.057892878,0.9344483,5,5,5,5,5,3,5,5,1,1,5,5,5,5,193
0.15700024,0.67726344,0.16573639,0.002735522,0.08021788,0.91704667,4,4,5,5,4,2,4,4,1,1,5,5,5,5,193
0.0032466312,0.05721221,0.93954116,0.0019367435,0.041227072,0.9568362,5,5,5,4,5,3,5,5,1,1,4,5,5,5,193
0.013443513,0.15615419,0.8304023,0.0027976572,0.04657341,0.9506289,5,5,5,5,5,3,5,5,1,1,5,5,5,5,193
0.001762396,0.018000115,0.98023754,0.003620314,0.088892676,0.907487,5,5,5,5,5,3,4,5,1,1,5,5,5,5,24
0.014934963,0.26570398,0.7193611,0.0022030883,0.030357108,0.96743983,5,5,5,5,5,3,5,5,1,1,4,5,5,5,238
0.07011669,0.38541737,0.54446596,0.002580764,0.037556298,0.95986295,5,5,5,3,4,2,4,5,0,1,4,4,4,4,193
0.005342601,0.052246723,0.9424107,0.0015660379,0.017041141,0.9813928,5,4,4,3,5,3,5,5,1,1,5,4,5,5,193
0.0013556425,0.013544063,0.9851003,0.027688852,0.16312504,0.8091861,5,5,5,5,5,3,5,5,1,1,5,5,5,5,193
0.006534732,0.072576545,0.92088866,0.0014501208,0.011938061,0.98661184,4,5,5,5,5,3,5,5,1,1,5,5,5,5,193
0.0015988392,0.0072589065,0.9911423,0.006031237,0.07235959,0.92160916,5,5,5,5,5,3,5,5,1,1,5,5,5,5,240
0.03362107,0.7335548,0.23282412,0.016155783,0.07337153,0.9104727,5,5,5,5,5,3,5,5,1,1,5,5,5,5,40
0.25829428,0.45127246,0.29043326,0.2582943,0.4512724,0.29043332,3,3,2,3,4,2,4,4,1,1,3,3,4,4,40
0.20817839,0.5498161,0.24200551,0.0037860896,0.06063263,0.93558127,4,3,4,3,4,2,4,4,1,1,4,3,3,4,40
0.03493684,0.34688032,0.61818284,0.053572398,0.8578415,0.08858618,4,5,4,5,3,3,4,5,1,1,5,5,5,5,40
0.015005005,0.3711497,0.6138453,0.0011398585,0.013106091,0.985754,5,5,5,5,5,3,5,5,1,1,5,5,5,5,40
0.20817839,0.5498161,0.24200551,0.006320894,0.07461863,0.9190605,5,5,5,5,5,3,5,5,1,1,5,5,5,5,40
0.20817839,0.5498161,0.24200551,0.0011413879,0.012443111,0.98641557,5,5,5,5,5,3,5,5,1,1,5,5,5,5,40
0.010609847,0.52998793,0.45940223,0.0018064774,0.01084328,0.9873503,4,5,4,4,3,2,4,4,1,1,4,4,4,4,40
0.0025973653,0.017633481,0.9797691,0.0014500334,0.01756865,0.98098135,4,5,5,5,5,3,5,5,0,1,4,5,4,5,40
0.0016577385,0.020191023,0.9781512,0.006904926,0.21201606,0.781079,5,5,5,5,5,3,5,5,1,1,5,5,5,5,40
0.0015505881,0.017420793,0.9810286,0.0018390529,0.016050743,0.9821102,5,4,4,4,4,2,4,5,1,1,5,4,5,5,40
0.0023640082,0.02140537,0.9762306,0.0020224098,0.034227744,0.9637499,5,5,5,5,5,3,5,5,1,1,5,5,5,5,158
0.014792332,0.19938925,0.7858184,0.0018086698,0.016619835,0.9815715,4,5,5,4,5,2,5,4,1,1,4,2,4,4,91
0.0026078678,0.081610374,0.9157818,0.0036661606,0.07677915,0.91955465,4,5,5,4,4,1,4,3,0,1,5,5,5,5,91
0.008332999,0.1505754,0.84109163,0.007978263,0.060184386,0.9318374,5,5,5,5,5,3,5,5,1,1,5,5,5,5,40
0.0065784217,0.021461336,0.97196025,0.0020796398,0.013351794,0.9845686,5,5,4,5,5,3,5,5,1,1,5,5,5,5,158
0.0016809953,0.012034373,0.9862846,0.001412152,0.017863385,0.98072445,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0034721463,0.0324891,0.9640387,0.0018114325,0.013277556,0.98491096,5,4,5,5,3,3,5,4,1,1,5,5,5,5,193
0.0052183634,0.052625027,0.9421566,0.0016515417,0.016287956,0.98206055,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0012798047,0.0091400435,0.9895802,0.0016589185,0.021585308,0.97675574,5,5,5,5,3,3,5,5,1,1,5,5,5,5,40
0.04396254,0.14029068,0.8157468,0.0011443299,0.01153212,0.9873236,4,4,4,3,3,2,5,3,1,1,5,4,5,5,91
0.002997552,0.04156358,0.95543885,0.0015867306,0.013702144,0.9847111,5,5,5,5,5,3,5,5,0,1,5,5,5,5,91
0.0017368145,0.0061929626,0.99207014,0.002313097,0.041882686,0.9558042,5,5,5,4,5,3,5,5,1,1,5,5,5,5,40
0.001996975,0.03133111,0.96667194,0.0022783335,0.028947797,0.96877384,4,4,4,4,3,2,4,4,1,1,4,4,5,4,91
0.003239871,0.07124572,0.9255144,0.0017840352,0.02901227,0.96920365,5,5,5,5,3,3,5,5,1,1,5,5,5,5,91
0.20817839,0.5498161,0.24200551,0.2582943,0.4512724,0.29043332,2,4,2,2,3,3,2,5,0,1,2,5,3,5,198
0.05474544,0.23150659,0.713748,0.0010377034,0.011517163,0.9874451,4,4,5,5,3,2,4,4,1,1,5,5,5,5,91
0.0060826894,0.04570609,0.94821125,0.0058249617,0.111885265,0.88228977,4,4,5,4,3,2,5,5,1,1,4,4,4,4,2
0.004967357,0.052706998,0.9423256,0.0012319732,0.018194461,0.9805736,5,5,5,5,5,3,5,5,1,1,5,5,5,5,198
0.0024208538,0.06686415,0.930715,0.0059906826,0.120365195,0.87364405,5,5,5,5,5,2,5,5,1,1,5,5,5,5,91
0.001238896,0.024026161,0.97473496,0.0018857665,0.019264497,0.9788497,5,5,5,5,5,3,5,5,1,1,5,5,5,5,198
0.97550464,0.022207992,0.0022873736,0.004269792,0.064896286,0.9308339,4,4,4,3,2,2,4,2,1,1,3,3,3,3,57
0.20817839,0.5498161,0.24200551,0.0014994014,0.023789883,0.9747107,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.7096834,0.2746995,0.015617072,0.0060099247,0.082029685,0.9119604,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0025669844,0.018629787,0.9788032,0.0035621987,0.12799759,0.8684402,5,5,5,5,5,3,5,5,1,1,5,5,5,5,109
0.0051858043,0.048099995,0.94671416,0.058178414,0.30829984,0.63352174,5,5,5,5,5,3,5,5,1,1,4,5,5,5,18
0.20817839,0.5498161,0.24200551,0.20817846,0.549816,0.24200551,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0015247393,0.013809228,0.984666,0.0028381068,0.020956138,0.9762057,5,5,5,5,5,3,5,5,1,1,5,4,4,5,158
0.25829428,0.45127246,0.29043326,0.2582943,0.4512724,0.29043332,4,5,5,4,5,3,5,5,1,1,4,4,5,5,54
0.25829428,0.45127246,0.29043326,0.010225426,0.051845953,0.93792856,4,4,4,4,4,2,4,4,1,1,4,4,4,4,54
0.002254135,0.4178835,0.57986236,0.0051858015,0.048100006,0.94671416,5,5,5,5,5,3,5,5,1,1,5,5,5,5,54
0.20817839,0.5498161,0.24200551,0.2582943,0.4512724,0.29043332,5,3,5,5,5,3,5,5,1,1,5,5,5,5,54
0.0018431452,0.017336722,0.9808201,0.0026511874,0.025732774,0.97161597,5,5,5,5,5,3,5,5,1,1,5,5,5,5,54
0.077252455,0.86671644,0.056031108,0.0019438498,0.0071988297,0.9908573,5,5,5,5,5,3,5,5,1,1,5,5,5,5,54
0.013271828,0.35372224,0.6330059,0.016155783,0.07337153,0.9104727,5,5,5,5,3,3,5,5,1,1,5,5,5,5,54
0.0027857963,0.044458143,0.952756,0.0011886555,0.023962295,0.97484905,5,4,4,5,4,3,5,4,1,1,5,5,5,5,54
0.20817839,0.5498161,0.24200551,0.014759379,0.8083621,0.17687856,4,4,5,4,5,2,4,5,1,1,4,4,5,5,54
0.009534889,0.45048645,0.5399786,0.002184514,0.017316908,0.9804986,5,5,5,5,5,3,5,5,1,1,5,5,5,5,54
0.0020569488,0.016091237,0.9818518,0.003684317,0.03488097,0.96143466,5,5,5,5,4,3,5,5,1,1,5,5,5,5,54
0.0022115423,0.025878822,0.9719096,0.0020114451,0.016491504,0.98149705,5,5,5,5,4,3,5,3,1,1,5,5,5,5,54
0.1407136,0.8136081,0.045678236,0.0013257684,0.01412157,0.9845526,5,5,5,5,4,3,5,5,1,1,5,5,5,5,54
0.032376677,0.22233503,0.7452884,0.0013323489,0.00967069,0.988997,5,5,5,5,3,3,5,5,1,1,4,5,3,5,54
0.01894161,0.11929263,0.86176574,0.0016809676,0.014119586,0.9841994,5,5,5,5,5,3,5,5,1,1,5,5,5,5,219
0.0021321669,0.011048021,0.9868198,0.0014075198,0.009974065,0.9886184,5,5,4,5,5,3,5,4,1,1,4,5,5,4,101
0.0045746877,0.08572112,0.9097042,0.0016931661,0.017362451,0.9809444,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0037741272,0.028230539,0.96799535,0.0011257723,0.022869268,0.9760049,4,5,3,5,5,1,3,2,1,1,4,4,3,4,109
0.014022165,0.121353805,0.864624,0.0039562513,0.58186865,0.4141751,5,4,4,3,5,2,5,4,1,1,4,5,5,5,57
0.20817839,0.5498161,0.24200551,0.006904926,0.21201606,0.781079,4,4,4,4,4,2,4,4,1,1,4,4,4,4,198
0.0022601096,0.03280498,0.96493495,0.002612365,0.02312238,0.9742653,4,5,5,5,5,3,5,5,1,1,5,5,5,5,198
0.0021140387,0.04183045,0.9560555,0.0022017055,0.03849974,0.95929855,5,5,5,5,5,3,5,5,1,1,5,5,5,5,198
0.0012404914,0.011726959,0.98703253,0.001541593,0.01852704,0.9799313,4,4,4,5,4,2,4,4,0,1,5,5,5,5,91
0.026207292,0.2696978,0.70409495,0.0011001009,0.015899185,0.98300076,5,5,5,5,5,3,5,5,1,1,5,5,5,5,204
0.048734367,0.52938634,0.4218793,0.95676506,0.040771917,0.0024630341,3,3,3,3,3,1,3,3,0,1,3,3,3,3,228
0.0065272744,0.09050354,0.9029692,0.0017046438,0.016680725,0.98161465,4,5,4,4,3,2,5,4,1,1,5,5,5,5,228
0.0015738449,0.016553659,0.9818725,0.0019499952,0.009998763,0.9880512,5,5,5,5,4,3,5,5,0,1,5,5,5,5,228
0.0011842654,0.00993472,0.988881,0.0020939815,0.07346658,0.9244395,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0027148845,0.027973363,0.9693117,0.0016180385,0.017074654,0.98130727,5,5,5,5,5,2,5,5,1,1,5,5,5,5,228
0.003131216,0.014732053,0.9821368,0.0024336162,0.11968336,0.8778831,4,5,5,4,5,2,5,4,1,1,5,5,4,5,228
0.003582181,0.027897822,0.96852,0.75647306,0.23935522,0.004171705,4,5,5,5,4,2,2,5,0,1,5,5,4,5,228
0.0030406888,0.05882445,0.9381349,0.03127587,0.24941348,0.71931064,5,5,4,3,3,1,3,4,0,1,5,4,5,5,228
0.0025891496,0.043498144,0.9539127,0.0041882275,0.04474403,0.9510678,5,5,5,5,5,3,5,5,0,1,5,5,5,5,228
0.0029095886,0.029848475,0.96724194,0.0017513294,0.0067443666,0.99150425,5,5,5,5,4,3,4,4,1,1,4,5,4,5,204
0.001892999,0.030211939,0.96789503,0.15107505,0.74381745,0.10510745,5,5,5,5,4,3,4,5,0,1,5,5,5,5,228
0.49079895,0.44675967,0.06244139,0.006904926,0.21201606,0.781079,3,3,3,3,5,1,3,3,1,1,4,4,4,4,105
0.0017894192,0.018391168,0.97981936,0.0019379754,0.023433922,0.97462815,5,5,5,5,5,3,5,5,1,1,5,5,5,5,109
0.0010712491,0.009598546,0.98933023,0.0014438169,0.0050634095,0.9934928,4,5,4,3,4,3,4,3,1,1,4,5,5,5,109
0.0012303095,0.024627367,0.97414225,0.002245488,0.041218307,0.9565362,4,5,5,5,2,3,4,5,1,1,4,5,5,5,204
0.003038627,0.0489579,0.9480035,0.0065784305,0.021461347,0.97196025,5,5,5,5,5,3,5,5,1,1,5,5,5,5,109
0.009562918,0.22634742,0.76408964,0.0035048928,0.05939446,0.9371006,4,4,4,4,4,2,4,4,1,1,4,4,4,4,111
0.20817839,0.5498161,0.24200551,0.0015742905,0.0065215207,0.9919042,4,5,4,5,4,3,5,4,1,1,4,5,5,4,105
0.002024768,0.00966065,0.9883146,0.0013720107,0.020364378,0.9782637,5,5,5,5,5,3,5,5,1,1,5,5,5,5,239
0.0034262235,0.015494973,0.98107874,0.0014942442,0.0083793495,0.9901264,5,5,5,5,5,3,5,5,1,1,5,5,5,5,239
0.0060826894,0.04570609,0.94821125,0.23411298,0.54800624,0.21788079,5,5,5,5,5,3,5,4,1,1,5,5,5,5,239
0.002241714,0.011815922,0.9859424,0.0035921747,0.05370339,0.9427044,4,5,5,5,4,3,5,5,0,1,5,5,5,5,239
0.0065784217,0.021461336,0.97196025,0.0020385971,0.0308007,0.96716064,5,5,5,5,5,3,5,5,1,1,5,5,5,5,239
0.003798205,0.037887465,0.9583143,0.0045239874,0.047774732,0.9477013,5,5,5,4,3,2,4,3,0,1,5,5,5,5,228
0.0016452445,0.032689232,0.9656655,0.00388293,0.03808128,0.95803577,5,4,5,5,4,2,5,5,1,1,5,5,5,5,239
0.0013104844,0.0063464446,0.992343,0.00289294,0.024965212,0.97214186,5,5,5,5,5,3,5,5,1,1,4,4,5,4,91
0.002965712,0.17189729,0.82513696,0.0016705001,0.024448596,0.9738809,4,5,5,5,3,2,5,5,0,1,5,5,5,5,239
0.25829428,0.45127246,0.29043326,0.2582943,0.4512724,0.29043332,5,5,5,5,5,3,5,5,0,1,4,5,5,5,228
0.20817839,0.5498161,0.24200551,0.5564241,0.3943998,0.049176097,4,4,4,4,4,2,4,4,1,1,4,4,4,4,239
0.031763855,0.1781805,0.7900557,0.004658713,0.07303385,0.9223075,5,5,5,5,5,3,5,5,1,1,5,5,5,5,228
0.0034731927,0.04414276,0.952384,0.0018013492,0.014500188,0.9836985,5,5,5,5,5,3,5,5,1,1,5,5,5,5,109
0.0016604324,0.009141637,0.9891979,0.0015291821,0.017996792,0.980474,4,4,5,5,3,2,4,4,1,1,4,3,4,4,239
0.0020362309,0.017148787,0.98081493,0.0060250503,0.080784276,0.91319066,5,5,5,5,3,1,5,5,1,1,5,5,5,5,109
0.0013599992,0.008151242,0.99048877,0.0031476254,0.09616074,0.9006917,4,4,4,4,4,2,4,4,1,1,4,4,4,4,239
0.25829428,0.45127246,0.29043326,0.011957597,0.079398505,0.9086439,5,5,5,5,5,3,5,5,1,1,5,5,5,5,239
0.20817839,0.5498161,0.24200551,0.001579764,0.022464624,0.9759556,5,5,5,5,5,3,5,4,1,1,5,5,5,5,109
0.0039485884,0.036766164,0.95928526,0.0023139718,0.030072156,0.9676138,4,4,4,4,5,3,4,4,1,1,5,4,5,5,193
0.25193614,0.52242655,0.2256373,0.25193608,0.52242655,0.22563733,5,5,5,5,4,3,5,5,1,1,5,5,4,4,241
0.03175309,0.8559948,0.11225211,0.0016726982,0.06561616,0.9327111,4,4,5,4,4,2,4,4,1,1,4,5,5,5,109
0.00134908,0.017499369,0.9811515,0.0017755902,0.018519992,0.9797044,4,4,5,3,3,2,5,3,1,1,3,4,4,4,193
0.0011878941,0.009751512,0.98906064,0.0034736278,0.058933925,0.93759245,5,5,5,5,5,3,5,5,1,1,5,5,5,5,204
0.005374255,0.026895234,0.96773046,0.029635208,0.29292887,0.67743593,5,5,5,5,5,3,5,5,1,1,5,5,5,5,204
0.5973579,0.34862322,0.05401879,0.28917855,0.6696607,0.041160688,4,4,4,4,4,2,4,4,1,1,5,5,5,5,91
0.0018275437,0.1574274,0.8407451,0.002020692,0.029862085,0.96811724,5,4,4,5,5,2,4,4,1,1,5,5,4,5,91
0.0061585344,0.02820066,0.96564084,0.0020304848,0.020610433,0.977359,5,5,5,5,5,3,5,5,1,1,5,5,5,5,204
0.0065784217,0.021461336,0.97196025,0.0014348727,0.009668195,0.9888969,5,5,5,4,4,3,5,4,0,1,5,5,5,5,57
0.20817839,0.5498161,0.24200551,0.03374101,0.6876347,0.2786243,4,4,4,4,3,1,3,3,0,1,4,4,4,4,91
0.008718766,0.16539466,0.82588655,0.005239653,0.051371727,0.94338864,5,5,5,5,5,3,5,5,0,1,5,5,5,5,193
0.25829428,0.45127246,0.29043326,0.2582943,0.4512724,0.29043332,4,4,4,4,3,2,4,4,1,1,4,4,4,4,58
0.0048876307,0.040952392,0.95416,0.0014949773,0.016040532,0.9824645,4,5,5,5,4,2,5,5,1,1,5,5,5,5,105
0.0010230842,0.027820107,0.97115684,0.0013593065,0.007477349,0.9911634,5,5,4,5,4,3,5,5,1,1,5,5,5,5,228
0.0037395076,0.02629852,0.96996194,0.0019250368,0.023413356,0.9746616,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.003221166,0.029967079,0.9668118,0.0055242456,0.1038174,0.8906584,5,5,4,5,4,3,5,5,1,1,5,5,5,5,239
0.002022713,0.025038576,0.97293866,0.0025143398,0.010331976,0.9871537,5,5,5,5,5,3,5,5,1,1,5,5,5,5,111
0.016155813,0.07337166,0.9104726,0.016155783,0.07337153,0.9104727,4,4,4,4,4,2,4,4,1,1,4,4,4,4,181
0.0012295517,0.014681843,0.98408854,0.0015349609,0.008459689,0.9900053,5,5,5,5,5,3,5,5,1,1,5,5,5,5,239
0.0043465486,0.038233258,0.9574202,0.0010040734,0.0070276004,0.99196833,5,5,4,5,4,3,5,5,1,1,5,5,5,5,239
0.084958866,0.300254,0.61478716,0.0376715,0.67464083,0.2876877,4,4,4,4,4,2,4,4,1,1,4,4,4,4,58
0.012138101,0.13587268,0.8519892,0.12376176,0.7339863,0.14225185,4,5,5,5,5,3,5,5,1,1,5,5,5,5,198
0.69022083,0.29065824,0.019120855,0.003798166,0.04377851,0.9524234,5,5,5,5,5,3,5,5,1,1,5,5,5,5,26
0.0031816894,0.039392598,0.9574257,0.0015497593,0.03877358,0.9596767,4,4,5,5,5,3,5,5,1,1,5,5,5,5,91
0.20817839,0.5498161,0.24200551,0.0016910564,0.010625801,0.9876831,5,5,5,5,5,3,5,5,1,1,5,5,5,5,149
0.20817839,0.5498161,0.24200551,0.0018709664,0.006331713,0.9917973,5,5,5,5,5,3,5,4,1,1,5,5,5,5,22
0.688108,0.26692834,0.044963628,0.3957383,0.37206018,0.23220153,3,3,5,3,5,3,2,4,1,1,4,5,4,4,12
0.006905023,0.07498633,0.91810864,0.0020338492,0.016485212,0.98148096,5,5,5,5,4,3,5,5,1,1,5,5,5,5,18
0.0019961006,0.024139998,0.97386384,0.0056701284,0.075346746,0.91898316,4,4,4,5,4,2,4,4,0,1,5,5,5,5,126
0.0060826894,0.04570609,0.94821125,0.017018285,0.21899925,0.7639824,5,5,5,5,4,3,5,4,1,1,5,5,5,5,27
0.38050735,0.450023,0.16946968,0.72866905,0.24179958,0.02953141,3,4,4,3,5,1,3,3,0,1,5,4,3,5,41
0.0024133236,0.03423131,0.9633554,0.0017572235,0.026057247,0.97218555,5,5,5,5,5,3,5,5,1,1,5,5,5,5,193
0.0023515117,0.026884863,0.9707636,0.002962372,0.04450127,0.9525364,5,5,5,4,3,3,4,5,1,1,5,5,5,5,94
0.17700358,0.70974785,0.113248564,0.0057207313,0.054299425,0.9399799,5,5,5,4,4,3,5,4,1,1,5,5,5,4,2
0.0051858043,0.048099995,0.94671416,0.058178414,0.30829984,0.63352174,5,5,5,5,5,3,5,5,1,1,5,5,5,5,26
0.0051858043,0.048099995,0.94671416,0.0035726847,0.055422243,0.9410051,5,5,5,5,5,3,5,5,0,1,5,5,5,5,228
0.001766663,0.020549431,0.9776839,0.003309947,0.025382254,0.97130775,5,5,5,5,4,3,4,5,1,1,4,5,4,5,10
0.25829428,0.45127246,0.29043326,0.0014017129,0.009741767,0.9888565,5,5,5,5,4,3,5,5,1,1,5,5,5,5,215
0.0015889124,0.02208315,0.97632796,0.62099934,0.3546231,0.02437754,5,5,5,5,2,3,5,4,1,1,5,5,5,5,26
0.014476907,0.09461624,0.8909069,0.0014874461,0.013176442,0.9853361,5,5,5,5,5,3,5,5,1,1,4,5,5,5,204
0.0019210218,0.017507633,0.98057127,0.00289294,0.024965212,0.97214186,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.00825608,0.12627862,0.8654653,0.0014758308,0.013741722,0.9847824,5,5,5,5,2,3,4,4,0,1,5,5,5,5,91
0.0010219112,0.010307359,0.9886707,0.0018107618,0.024916127,0.9732731,5,5,5,5,5,3,5,5,1,1,5,5,5,5,91
0.0024147194,0.013863586,0.9837217,0.0058167037,0.10380864,0.89037466,4,4,4,3,3,1,4,5,1,1,5,5,5,5,91
